Cell,Occurrences
    ,3
25 6,3
34 56,3
 us (irus),3
Stand Alone,3
Key Stage 3,3
Key Stage 1,3
R423 (thor),3
NetBeans,3
SAS OLAP Server,3
Ventis Media Inc ,3
Mondrian OLAP server,3
3040,3
440,3
aTunes,3
 i (iri),3
Jan 2006,3
Transparency Anti Aliasing,3
Objective C,3
CDDL  GPL2,3
Phase One,3
R350,3
5 4,3
3120,3
512,3
549,3
4 1 5 1719 (October 22  2014  7 months ago),3
128   shared,3
6 4   12 8,3
Bus type,3
Sets colors for 3 D table borders in the table  td  th  and tr elements,3
MySQL,3
4 2 2 2,3
MicroStrategy Intelligence Server,3
R481,3
Alabama,3
620,3
Community,3
img  object,3
May 5  2004,3
1 6  2 128,3
Essbase,3
SpamRats,3
Key Stage 4  GCSE,3
3296,3
Delphi  C,3
Stand alone,3
English,3
UCEPROTECT Network,3
As announced  all public zones are no longer functioning (they return positive responses for all queries),3
SORBS Admin and Spamtrap,3
Jedox OLAP Server,3
28 8,3
Spotify,3
2800,3
PCIe 2 0 x16,3
AGP 2x  PCI,3
Yanagisawa,3
 is (iris),3
P97,3
traditional Chinese characters,3
Bus width (bit),3
California,3
Primary school,3
Secondary school   High School,3
Infor BI OLAP Server,3
Bus interface,3
Oracle Database OLAP Option,3
2015,3
2014,3
2013,3
Dec  21  2004,3
16   128,3
Optional (via SpamAssassin),3
8 24 24 16,3
PNG,3
simplified Chinese characters,3
 o (libro),3
Feb  28  2005,3
Removal requests are quickly and manually reviewed and processed without fees ,3
Yes Commtouch,3
1300  1520,3
June 2014,3
Temporary  until spam stops,3
 d  ,3
4 1 8 4,3
Style Jukebox,3
400   800,3
Preschool (optional),3
Client dependent,3
 os (iros),3
4 1 2 2,3
0 7,3
 e (varme),3
iframe,3
 pic,3
Oct  24  2002,3
G72M,3
Sixth form   FE College,3
NV11M,3
G71M,3
 as (iras),3
August 1998,3
Arkansas,3
Minolta,3
16  32,3
Tasman,3
image tiff,3
It doesn't provide any server for built in internet based sync ,3
1 6,3
PostgreSQL,3
NV20,3
256   512,3
120,3
19 84,3
Embarcadero Delphi,3
166,3
centrally hosted website,3
PC operating system,3
   ,3
384 24 8,3
 tiff   tif,3
Apple Inc ,3
N A (paid access via rsync),3
200  266,3
Renewed every 20 minutes based inclusion in on 'spam dnsbl sorbs net',3
Zinf,4
2 8,4
RV360,4
Windows only,4
255,4
iCab,4
286,4
Sun Microsystems,4
Optional any,4
FreeBSD,4
IntelliJ IDEA,4
NV17M,4
1125,4
Monolithic kernel,4
3 6,4
Music Player Daemon,4
KHTML,4
50,4
55,4
February 1  2006,4
6084,4
System Memory,4
32  64,4
Desktop,4
Key Stage 2,4
RV515,4
Sony,4
425,4
x86  hybrid 16 32 bit,4
R480 (thor),4
MIT,4
    ,4
Exaile,4
user interface element fragments,4
MIT License,4
ImageMagick Studio,4
public test,4
5700,4
EPL,4
Cape Verde,4
Joint Photographic Experts Group,4
Windows Update,4
dnsbl,4
 b  ,4
Musicmatch Jukebox,4
Win16  Win32,4
MediaMonkey,4
icCube,4
PowerPC,4
Uses the img element to place video or audio clips,4
Clementine,4
Xmarks Premium,4
1 0 3 1,4
March 2003,4
Optional (via content filter interface),4
28 0,4
P56,4
P58,4
P57,4
P59,4
Supported by ImageMagick,4
P61,4
P60,4
P63,4
P62,4
P65,4
P64,4
P67,4
P66,4
P69,4
P68,4
R300 (khan),4
P70,4
P72,4
P71,4
P74,4
P73,4
P76,4
P75,4
P78,4
P77,4
P79,4
P81,4
P80,4
P83,4
P82,4
P85,4
P84,4
2 656,4
P87,4
P86,4
P89,4
P88,4
P90,4
P92,4
P91,4
P94,4
P93,4
P96,4
P95,4
Appointment by the Governor,4
iOS,4
Audio player,4
2001,4
HTTP (REST),4
Incorrect,4
2005,4
2004,4
750,4
GUI,4
1 2 2 2   4 4 4,4
2048,4
1 0 1 1,4
2 0 2 2,4
Description,4
Dec  1  2004,4
Guadalcanal,4
Secretary of State,4
Quod Libet,4
spamtraps,4
FreeBSD  JVM  Solaris,4
script,4
4 3 Vulkan,4
Notes,4
Lifetime,4
N A (See individual zones),4
35 2,4
AGP 8x  PCI,4
22 4,4
EndNote,4
per component list,4
XMPlay,4
Config core,4
1 3,4
Yes ,4
143,4
SciRef,4
640 40 16,4
Audion,4
Color gradients,4
Double colon notation,4
President of the Senate,4
Wikindx,5
9,5
4 1 4 4,5
Amarok,5
XBEL,5
19 0,5
Pybliographer,5
foobar2000,5
Papers,5
Zotero,5
RefWorks,5
Image types,5
Mobile operating system,5
PCIe 3 0 x8,5
JuK,5
Sonique,5
Multilingual,5
Linux,5
CiteULike,5
CLI,5
Qiqqa,5
Paperpile,5
12,5
BibBase,5
Reference Manager,5
The GIMP Team,5
An application on Atari ST,5
Yes SpamAssassin,5
AIMP,5
cmus,5
Launch,5
4 8,5
Automatic,5
412,5
Cog,5
12 years,5
Dropped,5
ReadCube,5
Gecko,5
Bibus,5
XMMS,5
Memory clock (MHz),5
Biblioscape,5
AGP 4x PCI,5
MPXPLAY,5
WebKit,5
520,5
540,5
Rhapsody,5
BibDesk,5
Spamhaus,5
Aigaion,5
Bookends,5
Yes ClamAV,5
1400,5
Model,5
Two consecutive terms,5
Referencer,5
4 2 8 4,5
Mendeley,5
7600,5
JabRef,5
RV350 (shivah),5
June 21  2004,5
Core clock (MHz),5
P25,5
P27,5
P26,5
P29,5
P28,5
P30,5
P32,5
P31,5
P34,5
P33,5
P36,5
P35,5
P38,5
P37,5
P39,5
P41,5
P40,5
P43,5
P42,5
P45,5
P44,5
P47,5
P46,5
P49,5
P48,5
P50,5
P52,5
P51,5
P54,5
P53,5
P55,5
Citavi,5
XML,5
PDF,5
Bebop,5
colwiz,5
PHP,5
Fab (nm),5
Oland,5
Rhythmbox,5
Sente,5
img,5
Code name,5
partial,5
BibSonomy,5
Docear,5
PCI E x16,5
MusicBee,5
WizFolio,5
KBibTeX,5
AGP x8,5
9 0b,5
2200,5
RefDB,5
960,5
Non free,5
refbase,5
May 1  2014,5
Rage 6   R100,5
Presto,5
4096,5
Audacious,5
2 1  ,5
musikCube,5
Active,5
Memory (MB),5
Memory,6
LGPL,6
Feeder servers,6
333 366,6
31 36,6
Partisan election,6
8640,6
OpenSolaris,6
1 9 2,6
60,6
80,6
1200,6
2600,6
RV370 (hari),6
8000,6
Cruiser,6
162 5,6
AGP 8X,6
FSB,6
Yes (PCI E only),6
Lossless,6
P23,6
P22,6
P24,6
DDR2,6
780,6
R420 (loki),6
712 5,6
8 1,6
FreeBSD  OpenBSD  Solaris,6
JPEG,6
MariaDB,6
64  128  256,6
900,6
980,6
clipboard,6
Optional with spamassassin etc ,6
183,6
C,7
GStreamer,7
2 0 6 2,7
40,7
72,7
4 0,7
475,7
5 0,7
8 6 8 8,7
none,7
Netscape,7
requires Wine,7
Optional,7
P21,7
DDR3,7
RV410 (alto),7
Tactical Bomber,7
32 64,7
8 8,7
9 6,7
Ported from OpenBSD,7
Mechanized Infantry,7
As a server,7
1 9,7
160,7
180,7
AGP 4x  PCI,8
Transport,8
Scalable Link Interface (SLI)  Transparency Anti Aliasing,8
16,8
75,8
As a client,8
2 0 4 2,8
550,8
Cross platform,8
Artillery,8
P20,8
Carrier,8
Fillrate,8
16 0,8
3400,8
IBM,8
4800,8
1 5,8
Antiaircraft Gun,8
Java,8
8 4 8 8,8
Kodak,8
Keywords,9
C  ,9
2 5,9
275,9
short,9
12 6 12 16,9
Units,9
Bomber,9
Counter Styles,9
long,9
3800,9
Functions,9
Strings,9
Windows,9
480,9
Filter Effects,9
Variables,9
Submarine,9
Attribute selectors,9
Peripheral Support,9
Pseudo classes,9
Colors,9
P16,9
P18,9
P17,9
P19,9
Solaris,9
2003,9
Image values,9
Relationship selectors,9
Until delisting requested ,9
Battleship,9
Destroyer,9
Pseudo elements,9
10 0,10
8,10
Supported by GIMP,10
2 2,10
2048 4096,10
3 2,10
325,10
70,10
PCIe 3 0 x16,10
Tank,10
450,10
3200,10
P12,10
P11,10
P14,10
P13,10
P15,10
700,10
6400,10
1 7,10
64 128,10
SDR,11
 ,11
1100,11
16 6 16 16,11
P8,11
P9,11
various,11
10 years,11
2 4 4 4,11
P10,11
GDDR5,11
body,11
35 0,11
 ,12
300,12
Pacific,12
8 years,12
Fighter,12
4 3,12
P4,12
P5,12
P6,12
P7,12
External,12
1942 Second Edition,12
Missouri Plan,12
4,13
Oracle,13
P1,13
P2,13
P3,13
6 4,13
AGP 4x,13
6 years,13
64  128,13
Adobe Systems,13
18 0,13
32,14
8 0,14
11 2,15
Europe 1940 Second Edition,15
ML1,15
2000,15
8320,15
Anniversary,15
1 4,15
125,15
Experimental,16
28,16
Non partisan election,16
128  256,16
1 2,16
5,17
90,17
6 0,17
Europe 1940,17
Community project,17
4 2 4 4,17
1 8,17
Microsoft,18
200,18
Pacific 1940 Second Edition,18
1300,18
Spam and Open Relay Blocking System (SORBS),18
350,19
1 9 1,19
7 0,19
proprietary,19
Internet Explorer,20
1600,20
PCIe x16,20
None,21
3 0,21
525,22
Pacific 1940,22
9 0c,22
TIFF,23
AGP 8x,23
800,23
110,23
BSD,24
150,24
250,25
CSS,25
500,25
3 4,27
1000,28
2 1,28
7,29
Two terms,29
0,30
CSS4,32
600,34
Europe,34
yes,35
1941,40
85,41
130,41
2 0,42
64,42
Lieutenant Governor,43
N A,44
400,45
Free,45
GDDR3,45
Four years,49
CSS2,49
Unknown,51
9 0,53
no,60
Partial,61
DDR,77
CSS3,80
3 1,81
256,82
128,88
GPL,95
Proprietary,98
1 0,124
 ,603
No,1613
,2787
Yes,2892
